,PER,LOC,ORG,DATE
bam,0.8340000510215759,0.7580730319023132,0.7059875130653381,0.7726428508758545
bbj,0.854627788066864,0.5181829333305359,0.7709225416183472,0.6547397375106812
ewe,0.863067090511322,0.7752034068107605,0.8501719236373901,0.5198341608047485
fon,0.8537629246711731,0.6595414876937866,0.8326663970947266,0.7303109169006348
hau,0.8748695254325867,0.6547695994377136,0.8738067746162415,0.8466242551803589
ibo,0.8653092980384827,0.7356874346733093,0.8706037402153015,0.8974706530570984
kin,0.8660473823547363,0.8701227307319641,0.9022627472877502,0.8808829188346863
lug,0.9736537933349609,0.8852301239967346,0.8569623827934265,0.8317577838897705
luo,0.8402075171470642,0.8525845408439636,0.852821409702301,0.8417044281959534
mos,0.8591030836105347,0.6990102529525757,0.8167998194694519,0.6306453943252563
nya,0.8935713768005371,0.8312962651252747,0.9088470935821533,0.8386611938476562
pcm,0.8611278533935547,0.8211132287979126,0.7412476539611816,0.472057580947876
sna,0.8878182172775269,0.6675467491149902,0.8563789129257202,0.902686595916748
swa,0.8440535068511963,0.8882989287376404,0.7734187245368958,0.7549120783805847
tsn,0.8572017550468445,0.7878004312515259,0.8462021946907043,0.8632931113243103
twi,0.8999388813972473,0.8528733849525452,0.9010438919067383,0.775763213634491
wol,0.8625911474227905,0.693101704120636,0.8399710655212402,0.8377904891967773
xho,0.8427367210388184,0.6212435364723206,0.8412490487098694,0.9049742221832275
yor,0.7131099104881287,0.5242546796798706,0.7799322009086609,0.7081178426742554
zul,0.7900620698928833,0.7701219916343689,0.8741337656974792,0.8573698401451111
