,DATE,ORG,LOC,PER
bam,,0.9549829363822937,0.9675648808479309,0.9813337326049805
bbj,,0.9719007015228271,0.9396454095840454,0.9751595854759216
ewe,,0.9852167963981628,0.9614272117614746,0.9806685447692871
fon,,0.9797623157501221,0.9592038989067078,0.9796537160873413
hau,,0.9789084792137146,0.9444624185562134,0.9787901639938354
ibo,,0.9843938946723938,0.9573917388916016,0.9854952096939087
kin,,0.9867072105407715,0.9751670360565186,0.9807748794555664
lug,,0.9791317582130432,0.973774254322052,0.980803370475769
luo,,0.976061999797821,0.9764984250068665,0.982456386089325
mos,,0.9848585724830627,0.9662598967552185,0.9855448603630066
nya,,0.9866603016853333,0.97430819272995,0.9897221326828003
pcm,,0.9646369218826294,0.9533563852310181,0.9830648899078369
sna,,0.9872114658355713,0.9666057825088501,0.9817965030670166
swa,,0.9712639451026917,0.9442429542541504,0.972795307636261
tsn,,0.9869312047958374,0.9635916948318481,0.9844529628753662
twi,,0.9879449605941772,0.9694690704345703,0.985798716545105
wol,,0.9805929064750671,0.9635711312294006,0.9859851002693176
xho,,0.9804067015647888,0.9519779086112976,0.9668062329292297
yor,,0.9802802205085754,0.9376198053359985,0.9757290482521057
zul,,0.9874070286750793,0.965042769908905,0.9800465106964111
