,PER,LOC,ORG,DATE
bam,0.9303061366081238,0.8445108532905579,0.8828540444374084,0.9132242202758789
bbj,0.9481226801872253,0.7961883544921875,0.9442817568778992,0.8761464953422546
ewe,0.9547393321990967,0.8861382603645325,0.9524165391921997,0.8877666592597961
fon,0.944342851638794,0.7854859828948975,0.9536928534507751,0.8506979942321777
hau,0.9474966526031494,0.7813198566436768,0.9138689041137695,0.8710429072380066
ibo,0.9531031847000122,0.8414348363876343,0.9548755288124084,0.9516311287879944
kin,0.951111912727356,0.9354848861694336,0.9701482057571411,0.9489603638648987
lug,0.9854982495307922,0.9329174160957336,0.8784200549125671,0.893801748752594
luo,0.9544409513473511,0.9107910990715027,0.9540930390357971,0.9286130666732788
mos,0.9589626789093018,0.836100697517395,0.9511180520057678,0.8181129097938538
nya,0.9554367661476135,0.8866533637046814,0.9644971489906311,0.929088830947876
pcm,0.9634281992912292,0.9068806171417236,0.9179151654243469,0.8135526180267334
sna,0.948932409286499,0.8645007014274597,0.9498589038848877,0.9499434232711792
swa,0.934989333152771,0.9443014860153198,0.9120965003967285,0.8068051934242249
tsn,0.9504052400588989,0.8883414268493652,0.9370825290679932,0.9457953572273254
twi,0.9560017585754395,0.9248746037483215,0.9645161628723145,0.9212881922721863
wol,0.9550874829292297,0.8308075666427612,0.9533513188362122,0.941523551940918
xho,0.9352455139160156,0.813665509223938,0.9403395056724548,0.9382590651512146
yor,0.9151097536087036,0.7873551249504089,0.9394232034683228,0.8965162038803101
zul,0.9331198334693909,0.8616965413093567,0.9640055298805237,0.9414428472518921
