,LOC,DATE,PER,ORG
bam,0.7344854474067688,,0.79766446352005,0.6863363981246948
bbj,0.5399984121322632,,0.7487195730209351,0.7101992964744568
ewe,0.6899830102920532,,0.7923122644424438,0.7535330057144165
fon,0.6688989400863647,,0.7455101609230042,0.7349835634231567
hau,0.6968266367912292,,0.8601502180099487,0.8231639862060547
ibo,0.7260446548461914,,0.8435678482055664,0.7950237393379211
kin,0.7808965444564819,,0.8592991828918457,0.8496532440185547
lug,0.7049917578697205,,0.8408375978469849,0.8453798294067383
luo,0.7645259499549866,,0.8386030197143555,0.7000516057014465
mos,0.6649487018585205,,0.8076950907707214,0.7859691977500916
nya,0.7210310101509094,,0.8930545449256897,0.8233715295791626
pcm,0.6597266793251038,,0.8249070048332214,0.6667054891586304
sna,0.73940110206604,,0.8524817228317261,0.825756847858429
swa,0.7545095086097717,,0.8101611137390137,0.7381337285041809
tsn,0.7130909562110901,,0.8245267868041992,0.8360693454742432
twi,0.7432287335395813,,0.8683624863624573,0.8430983424186707
wol,0.6223832964897156,,0.8289225697517395,0.7957556843757629
xho,0.6624610424041748,,0.7202069759368896,0.8113487958908081
yor,0.49862343072891235,,,0.6755584478378296
zul,0.7226992249488831,,0.8167486190795898,0.8417347073554993
