,ORG,DATE,LOC,PER
bam,0.8760060667991638,,0.9323236346244812,0.9666882753372192
bbj,0.9426171779632568,,0.8705812692642212,0.9557135105133057
ewe,0.9588320255279541,,0.9169118404388428,0.9573982357978821
fon,0.9510701894760132,,0.9232839941978455,0.9516527056694031
hau,0.9708070755004883,,0.9216538071632385,0.971785843372345
ibo,0.9672526121139526,,0.9313395023345947,0.9692497253417969
kin,0.972116231918335,,0.9410387277603149,0.9741087555885315
lug,0.9747266173362732,,0.9457285404205322,0.9595832824707031
luo,0.940825879573822,,0.9434775114059448,0.9679202437400818
mos,0.9545509815216064,,0.9234948754310608,0.9610016345977783
nya,0.9729605913162231,,0.9262126088142395,0.9787721037864685
pcm,0.9407206177711487,,0.9162059426307678,0.9654421806335449
sna,0.9704117774963379,,0.9215569496154785,0.9687314033508301
swa,0.9512373805046082,,0.9297161102294922,0.9588958024978638
tsn,0.9708154797554016,,0.9227463603019714,0.9688671827316284
twi,0.9763365983963013,,0.9329085946083069,0.9745654463768005
wol,0.9633007645606995,,0.9073461294174194,0.9683324694633484
xho,0.9668552875518799,,0.9117804765701294,0.9286079406738281
yor,0.943933367729187,,0.8389913439750671,0.9166485071182251
zul,0.9746379256248474,,0.9236758351325989,0.9619178771972656
