,ORG,DATE,LOC,PER
bam,0.806769073009491,0.8628616333007812,0.8454832434654236,0.9043698310852051
bbj,0.847257137298584,0.7923916578292847,0.6712266206741333,0.9109200239181519
ewe,0.904972493648529,0.687281608581543,0.8564892411231995,0.9224388599395752
fon,0.9037038683891296,0.8249541521072388,0.7773818969726562,0.9137616157531738
hau,0.9299834966659546,0.9105952978134155,0.7776840329170227,0.9255452752113342
ibo,0.928794264793396,0.9389161467552185,0.8388439416885376,0.9236887097358704
kin,0.9405728578567505,0.9296915531158447,0.9147768020629883,0.9356538653373718
lug,0.9118396043777466,0.9004103541374207,0.9165444374084473,0.9858877658843994
luo,0.9146345853805542,0.9057283401489258,0.903301477432251,0.9026681780815125
mos,0.8999139666557312,0.7824154496192932,0.8295100927352905,0.9169158935546875
nya,0.9457158446311951,0.9142085313796997,0.8855805993080139,0.9424588084220886
pcm,0.8676500916481018,0.7066758871078491,0.8697028756141663,0.9185184836387634
sna,0.9343134164810181,0.9451375007629395,0.7905786633491516,0.9392130970954895
swa,0.8889722228050232,0.8478147983551025,0.9133303165435791,0.900455117225647
tsn,0.8952925801277161,0.9181705117225647,0.8620381951332092,0.918224036693573
twi,0.9441539645195007,0.8724522590637207,0.9043591022491455,0.9360671639442444
wol,0.9201523065567017,0.9037289619445801,0.8012895584106445,0.9190245270729065
xho,0.9049748778343201,0.9496105313301086,0.7640225291252136,0.9038983583450317
yor,0.8795638084411621,0.8281610012054443,0.685231626033783,0.8252199292182922
zul,0.9263690114021301,0.9189401865005493,0.8405850529670715,0.8903893232345581
