,LOC,DATE,PER,ORG
bam,0.9023421406745911,,0.9327971935272217,0.8400099873542786
bbj,0.7744663953781128,,0.9175016283988953,0.8919227123260498
ewe,0.8892422914505005,,0.9093251824378967,0.9316205978393555
fon,0.8585813045501709,,0.9066600203514099,0.9104385375976562
hau,0.868872880935669,,0.9466736316680908,0.9477717280387878
ibo,0.8867663145065308,,0.9412888288497925,0.9354835152626038
kin,0.9437637329101562,,0.9545941352844238,0.9565802216529846
lug,0.9405654668807983,,0.9219448566436768,0.9508920907974243
luo,0.9316161870956421,,0.9216733574867249,0.932804524898529
mos,0.8875317573547363,,0.9260308742523193,0.9255998134613037
nya,0.8706972002983093,,0.9433929324150085,0.9563518762588501
pcm,0.9049755334854126,,0.9266576766967773,0.8806639313697815
sna,0.850003182888031,,0.9415228366851807,0.9333953261375427
swa,0.882827877998352,,0.8720470666885376,0.8801596164703369
tsn,0.8922595977783203,,0.9282153844833374,0.9279657602310181
twi,0.9386051893234253,,0.9443099498748779,0.9595030546188354
wol,0.8718871474266052,,0.9346878528594971,0.9264853596687317
xho,0.8336153030395508,,0.8487663269042969,0.9236748814582825
yor,0.7874507904052734,,0.863817036151886,0.9000058770179749
zul,0.8752901554107666,,0.8924837112426758,0.9413317441940308
