,LOC,DATE,ORG,PER
bam,0.9999954104423523,0.9999949336051941,0.9999939203262329,0.9999973177909851
bbj,0.9999945759773254,0.9999796748161316,0.9999904036521912,0.9999873638153076
ewe,0.9999963641166687,0.9999921321868896,0.9999971985816956,0.9999974370002747
fon,0.9999961256980896,0.9999951720237732,0.9999970197677612,0.999997079372406
hau,0.9999914765357971,0.9999876022338867,0.9999887943267822,0.9999911785125732
ibo,0.9999971985816956,0.9999978542327881,0.9999957084655762,0.9999979138374329
kin,0.9999989867210388,0.9999905824661255,0.9999986290931702,0.9999985098838806
lug,0.9999980926513672,0.999994158744812,0.9999980330467224,0.9999994039535522
luo,0.9999984502792358,0.9999979138374329,0.9999969005584717,0.9999976754188538
mos,0.9999974370002747,0.9999906420707703,0.999994158744812,0.9999943971633911
nya,0.9999974966049194,0.9999900460243225,0.9999979138374329,0.9999977946281433
pcm,0.9999947547912598,0.9999907612800598,0.9999950528144836,0.9999963045120239
sna,0.999998927116394,0.9999933242797852,0.9999987483024597,0.9999989867210388
swa,0.9999788999557495,0.9999849200248718,0.9999940991401672,0.9999940991401672
tsn,0.9999939203262329,0.9999929666519165,0.9999933242797852,0.9999983906745911
twi,0.9999972581863403,0.9999963045120239,0.9999967813491821,0.999997079372406
wol,0.9999970197677612,0.9999945163726807,0.9999973773956299,0.9999985098838806
xho,0.9999966025352478,0.9999978542327881,0.9999967813491821,0.9999976754188538
yor,0.999992311000824,0.9999971985816956,0.9999975562095642,0.9999961853027344
zul,0.999993085861206,0.9999964237213135,0.9999976754188538,0.9999982118606567
