,LOC,DATE,PER,ORG
bam,0.9367469549179077,,0.9681983590126038,0.9437634348869324
bbj,0.906923770904541,,0.9556339383125305,0.9474046230316162
ewe,0.9473307132720947,,0.9552115201950073,0.9623513221740723
fon,0.9351707696914673,,0.9508904218673706,0.9601067304611206
hau,0.9632724523544312,,0.9860271215438843,0.9793246388435364
ibo,0.9547989368438721,,0.985614001750946,0.9658046364784241
kin,0.9638062119483948,,0.9898995757102966,0.9680233001708984
lug,0.9532278776168823,,0.9864984750747681,0.9811646342277527
luo,0.954505443572998,,0.9713073968887329,0.9580848813056946
mos,0.9641033411026001,,0.974391520023346,0.9689595103263855
nya,0.9504517912864685,,0.9771645069122314,0.9732068777084351
pcm,0.9190192818641663,,0.9505858421325684,0.9361071586608887
sna,0.9746830463409424,,0.9847223162651062,0.9786295890808105
swa,0.9100610613822937,,0.9273066520690918,0.9078873991966248
tsn,0.9480830430984497,,0.9750264286994934,0.9656457901000977
twi,0.9574316740036011,,0.9782260656356812,0.9800078868865967
wol,0.9585751295089722,,0.9648085832595825,0.9748048782348633
xho,0.9604038000106812,,0.9537492990493774,0.9804877638816833
yor,0.8994234800338745,,0.9324514269828796,0.9462557435035706
zul,0.9637531638145447,,0.9730907082557678,0.9749245047569275
