,PER,ORG,DATE,LOC
bam,,0.9649927616119385,,0.9634480476379395
bbj,,0.9757466316223145,,0.9360695481300354
ewe,0.9680567979812622,0.9649903178215027,,
fon,0.9720944762229919,0.9786174297332764,,0.9516844749450684
hau,0.9704316854476929,0.968330442905426,,0.9300763010978699
ibo,,0.971147894859314,,0.9426921606063843
kin,0.976354718208313,0.9629602432250977,,0.955880343914032
lug,0.9752945899963379,0.9563139081001282,,
luo,0.9514119625091553,0.9565317034721375,,
mos,0.9696194529533386,0.9757024645805359,,
nya,0.9807866215705872,0.9668290615081787,,0.9602920413017273
pcm,0.9767236709594727,0.929198145866394,,0.9481440782546997
sna,0.9744332432746887,0.968711256980896,,0.9598386883735657
swa,0.9629653096199036,0.938427209854126,,0.9354943037033081
tsn,,0.9719824194908142,,0.9535117149353027
twi,0.9834757447242737,0.9821573495864868,,0.96673983335495
wol,0.9814293384552002,0.9693118333816528,,0.9501076936721802
xho,0.958431601524353,,,0.9506183862686157
yor,,0.9700969457626343,,0.9206274747848511
zul,0.9754774570465088,,,0.9489967226982117
