,PER,DATE,LOC,ORG
bam,0.9414690732955933,,0.8912726640701294,0.819775402545929
bbj,0.9426723718643188,,0.7490866184234619,0.8883081674575806
ewe,0.9282418489456177,,0.8683467507362366,0.9163522124290466
fon,0.9187823534011841,,0.8756129741668701,0.9212905168533325
hau,0.950271487236023,,0.8561274409294128,0.9283472299575806
ibo,0.9532883763313293,,0.8639605045318604,0.9359520077705383
kin,0.9568749666213989,,0.8780140280723572,0.9332626461982727
lug,0.9379251003265381,,0.9025403261184692,0.9390012621879578
luo,0.9363141059875488,,0.9038639068603516,0.8675990700721741
mos,0.9365282654762268,,0.8822349309921265,0.919215202331543
nya,0.9573711156845093,,0.868122935295105,0.9317750930786133
pcm,0.9500117301940918,,0.8638569116592407,0.8787004351615906
sna,0.9437113404273987,,0.8569936752319336,0.9310668110847473
swa,0.9396281838417053,,0.8857224583625793,0.8813300132751465
tsn,0.9425365328788757,,0.8643196821212769,0.9091425538063049
twi,0.9609692692756653,,0.8989781737327576,0.9493862390518188
wol,0.9461755752563477,,0.8631186485290527,0.914944052696228
xho,0.8708770275115967,,0.8183842301368713,0.9169450998306274
yor,0.895298957824707,,0.6915351152420044,0.9036912322044373
zul,0.9108145236968994,,0.8308773040771484,0.9277896881103516
