,DATE,LOC,PER,ORG
bam,,0.9584275484085083,0.9705471396446228,0.8843844532966614
bbj,,0.9005535244941711,0.9593605995178223,0.9460430145263672
ewe,,0.9426447749137878,0.9593156576156616,0.9607624411582947
fon,,0.9437002539634705,0.9544738531112671,0.944010317325592
hau,,0.9520036578178406,0.9727634787559509,0.976709246635437
ibo,,0.9601434469223022,0.9719531536102295,0.9738258719444275
kin,,0.9756489992141724,0.9758044481277466,0.9810751080513
lug,,0.9701871871948242,0.9774132370948792,0.9705053567886353
luo,,0.9742249846458435,0.9695093631744385,0.9758689403533936
mos,,0.954157829284668,0.9634038805961609,0.9598538875579834
nya,,0.9555789232254028,0.9821792244911194,0.9795267581939697
pcm,,0.9542387127876282,0.9708671569824219,0.9476332068443298
sna,,0.9465879201889038,0.9737894535064697,0.9749824404716492
swa,,0.963626503944397,0.9627912640571594,0.9593242406845093
tsn,,0.9506140947341919,0.971782922744751,0.9717608094215393
twi,,0.9702042937278748,0.9771262407302856,0.9821063280105591
wol,,0.9371324777603149,0.9704222679138184,0.9643071293830872
xho,,0.9429801106452942,0.9364501237869263,0.9683446288108826
yor,,0.9116944670677185,0.9296292662620544,0.9475961327552795
zul,,0.9530031681060791,0.9635878205299377,0.9766778945922852
