,DATE,LOC,ORG,PER
bam,,0.9701418280601501,0.9638406038284302,0.9683008193969727
bbj,,0.9396772980690002,0.977881133556366,0.9782012104988098
ewe,,0.9651892185211182,0.9737243056297302,0.9786200523376465
fon,,0.9574962258338928,0.9815576076507568,0.9773175120353699
hau,,0.9493125677108765,0.9768155217170715,0.9799936413764954
ibo,,0.9463816285133362,0.9798942804336548,
kin,,0.9582650065422058,0.964302659034729,0.9806301593780518
lug,,,0.9668752551078796,0.9824309945106506
luo,,,0.9586519598960876,0.9693091511726379
mos,,0.964785099029541,0.9797364473342896,0.9743083715438843
nya,,0.965900182723999,0.9734042286872864,0.9873010516166687
pcm,,0.9667412042617798,0.9540981650352478,0.983105480670929
sna,,0.9651154279708862,0.9789442420005798,0.9785269498825073
swa,,0.9592278003692627,0.9529368877410889,0.9827382564544678
tsn,,0.9633094072341919,0.9781209230422974,
twi,,0.9708153009414673,0.9856058955192566,0.9850261807441711
wol,,0.9563082456588745,0.9756723642349243,0.9867079854011536
xho,,0.9603089690208435,0.9679206609725952,0.9688369035720825
yor,,0.9271426200866699,0.9769262671470642,
zul,,0.9609864950180054,0.9825294613838196,0.9764485955238342
