,DATE,LOC,PER,ORG
bam,0.9999878406524658,0.9999911785125732,0.9999945163726807,0.9999895095825195
bbj,0.999985933303833,0.9999919533729553,0.9999922513961792,0.9999926090240479
ewe,0.9999849200248718,0.9999912977218628,0.9999937415122986,0.9999902248382568
fon,0.9999832510948181,0.9999901056289673,0.9999899864196777,0.9999895095825195
hau,0.9999884366989136,0.999991238117218,0.9999951124191284,0.9999927282333374
ibo,0.9999932050704956,0.9999942779541016,0.9999951720237732,0.9999902844429016
kin,0.9999969005584717,0.999997079372406,0.9999973773956299,0.9999962449073792
lug,0.9999966025352478,0.9999922513961792,0.9999993443489075,0.9999980330467224
luo,0.9999949336051941,0.9999931454658508,0.9999942183494568,0.9999894499778748
mos,0.9999874234199524,0.999994695186615,0.9999960660934448,0.9999946355819702
nya,0.9999954700469971,0.9999966025352478,0.9999974370002747,0.9999967813491821
pcm,0.999968409538269,0.9999827742576599,0.9999867081642151,0.9999828338623047
sna,0.9999949336051941,0.9999959468841553,0.9999982714653015,0.9999973177909851
swa,0.9999801516532898,0.9999868869781494,0.9999911785125732,0.9999833106994629
tsn,0.9999949336051941,0.9999939203262329,0.999995768070221,0.9999896883964539
twi,0.9999901056289673,0.9999908804893494,0.9999949932098389,0.9999908208847046
wol,0.9999940395355225,0.999992311000824,0.9999959468841553,0.9999921321868896
xho,0.9999960064888,0.9999964237213135,0.9999962449073792,0.9999957084655762
yor,0.9999887943267822,0.9999918937683105,0.9999921917915344,0.999991774559021
zul,0.9999946355819702,0.9999940395355225,0.9999974370002747,0.9999963641166687
