,DATE,LOC,PER,ORG
bam,,0.9901947379112244,0.9987850785255432,0.9967314004898071
bbj,,0.9973212480545044,0.9990333318710327,0.9978540539741516
ewe,,0.9931101202964783,0.9968079924583435,0.9966664910316467
fon,,0.9674445986747742,0.98906010389328,0.9965088367462158
hau,,0.9931075572967529,0.9995934963226318,0.9991824626922607
ibo,,0.9977925419807434,0.9996883273124695,0.9905150532722473
kin,,0.9966472387313843,0.9998064637184143,0.9983420372009277
lug,,0.9885317087173462,0.9998533725738525,0.9961257576942444
luo,,0.9934076070785522,0.9987657070159912,0.9987326264381409
mos,,0.9981844425201416,0.9991400241851807,0.9978695511817932
nya,,0.9858673810958862,0.994400680065155,0.9965263605117798
pcm,,0.9994943141937256,0.9995825290679932,0.9994975924491882
sna,,0.998751163482666,0.9994827508926392,0.999650776386261
swa,,0.9960764646530151,0.998760461807251,0.9965421557426453
tsn,,0.990280032157898,0.9979687333106995,0.9989086985588074
twi,,0.9891811609268188,0.9990176558494568,0.9989824295043945
wol,,0.9952554106712341,0.9987762570381165,0.99559485912323
xho,,0.9893898367881775,0.9966106414794922,0.9760546684265137
yor,,0.994257926940918,,0.998755693435669
zul,,0.9617416262626648,0.9900388121604919,0.9836409091949463
