,ORG,LOC,DATE,PER
bam,0.9543325304985046,0.959003210067749,,
bbj,0.9613937139511108,0.9369722604751587,,
ewe,0.9626733660697937,,,0.9756963849067688
fon,0.9673542380332947,0.9533236622810364,,0.9653211832046509
hau,0.9837142825126648,,,0.9900836944580078
ibo,0.9761243462562561,0.9690105319023132,,
kin,0.9759624004364014,0.8854888081550598,,
lug,0.9874159693717957,,,0.9904019832611084
luo,0.9723332524299622,,,0.9787670969963074
mos,0.9776660203933716,,,0.9820911884307861
nya,0.9738332033157349,0.9654673933982849,,
pcm,,0.9317036271095276,,0.9671244025230408
sna,,0.9722834229469299,,0.9897938966751099
swa,,0.9385805130004883,,0.9557098150253296
tsn,0.9753822684288025,0.9624990820884705,,
twi,0.9850322008132935,0.9663569927215576,,0.9852233529090881
wol,0.9793927073478699,0.9652788043022156,,
xho,,0.9695791602134705,,0.9739453792572021
yor,0.9562137722969055,0.9199702143669128,,
zul,,0.9663845300674438,,
