,DATE,LOC,PER,ORG
bam,0.9721659421920776,0.9589401483535767,0.9838645458221436,0.9734166860580444
bbj,0.9643823504447937,0.9301546216011047,0.9832757115364075,0.9799298048019409
ewe,0.9644509553909302,0.9651061296463013,0.9836030006408691,0.9844712018966675
fon,0.9647209644317627,0.9421078562736511,0.9849441051483154,0.983018159866333
hau,0.9481288194656372,0.9432350397109985,0.9855301976203918,0.974978506565094
ibo,0.9882140159606934,0.9429070949554443,0.9856085777282715,0.9859402179718018
kin,0.9830491542816162,0.9828290939331055,0.9835501909255981,0.988441526889801
lug,0.9581435322761536,0.9783002138137817,0.9946839809417725,0.9672554135322571
luo,0.9840885996818542,0.9753955602645874,0.982872486114502,0.9787302613258362
mos,0.9545822739601135,0.9551641345024109,0.9874187707901001,0.9837242960929871
nya,0.9729490280151367,0.9651970863342285,0.9917510151863098,0.9863836169242859
pcm,0.9147401452064514,0.9703910946846008,0.9883266687393188,0.9680747985839844
sna,0.985608696937561,0.9587445259094238,0.9892071485519409,0.9871760010719299
swa,0.9239500164985657,0.9698148965835571,0.9806947708129883,0.9659252762794495
tsn,0.9809698462486267,0.9638809561729431,0.9882556796073914,0.9791772961616516
twi,0.9794428944587708,0.9768227338790894,0.9872221350669861,0.9902124404907227
wol,0.9804319143295288,0.946301281452179,0.9860022068023682,0.9778122901916504
xho,0.980765700340271,0.9550671577453613,0.980324387550354,0.9768815040588379
yor,0.9733339548110962,0.9373939633369446,0.9779578447341919,0.9852555394172668
zul,0.97821444272995,0.9621413350105286,0.98277747631073,0.9880481362342834
