,DATE,LOC,PER,ORG
bam,0.9675712585449219,0.9454042911529541,0.9797159433364868,0.9695030450820923
bbj,0.9624817371368408,0.9247328639030457,0.9854379892349243,0.9823900461196899
ewe,0.9600841999053955,0.9623705148696899,0.9843114614486694,0.9836739301681519
fon,0.9611421823501587,0.9307070970535278,0.9855758547782898,0.981279730796814
hau,0.9492285251617432,0.92570960521698,0.9841983914375305,0.9742732048034668
ibo,0.9876835346221924,0.9367926120758057,0.9844356775283813,0.9857630133628845
kin,0.9809232950210571,0.9776912331581116,0.9847031235694885,0.9884985685348511
lug,0.9514381885528564,0.9709572792053223,0.9940177202224731,0.9594361782073975
luo,0.9805455803871155,0.9686075448989868,0.9856958389282227,0.9782120585441589
mos,0.9475412964820862,0.9454824924468994,0.9870737791061401,0.9834021925926208
nya,0.9694199562072754,0.9566640257835388,0.9896063208580017,0.9885643720626831
pcm,0.9117140769958496,0.9640247821807861,0.9876301288604736,0.962198793888092
sna,0.9843254685401917,0.9581178426742554,0.9866341352462769,0.9850995540618896
swa,0.9166626930236816,0.968711793422699,0.9822468757629395,0.9641922116279602
tsn,0.9788398146629333,0.954504132270813,0.9861993789672852,0.9775230884552002
twi,0.9780492782592773,0.9710504412651062,0.9883516430854797,0.9892123341560364
wol,0.9807111024856567,0.9368284344673157,0.985227108001709,0.9798944592475891
xho,0.9835560917854309,0.9419800639152527,0.982709527015686,0.9804213643074036
yor,0.9716795682907104,0.9264349937438965,0.9768238067626953,0.9871181845664978
zul,0.9786586165428162,0.952595591545105,0.9823724031448364,0.9893125891685486
