,PER,LOC,ORG,DATE
bam,0.9806636571884155,0.9655585289001465,0.9581916332244873,
bbj,0.975145161151886,0.9375219941139221,0.974958062171936,
ewe,0.9776548147201538,0.9629072546958923,0.984607458114624,
fon,0.9794971942901611,0.953267514705658,0.9802559614181519,
hau,0.977619469165802,0.9432868957519531,0.9775489568710327,
ibo,0.9829832315444946,0.9569310545921326,0.9849027395248413,
kin,0.9781534671783447,0.9839222431182861,0.9898720979690552,
lug,0.9862686991691589,0.9849300384521484,0.9720301032066345,
luo,0.9757968187332153,0.9831829071044922,0.9841172695159912,
mos,0.9826090931892395,0.9641854763031006,0.9844216704368591,
nya,0.9868580102920532,0.9681239724159241,0.987622857093811,
pcm,0.9803705811500549,0.9696030616760254,0.9567052721977234,
sna,0.9851118326187134,0.964882493019104,0.9882771968841553,
swa,0.9662622809410095,0.9584391713142395,0.9704706072807312,
tsn,0.9816954135894775,0.9651665687561035,0.9819589853286743,
twi,0.9850397109985352,0.9792053699493408,0.9909729361534119,
wol,0.9842403531074524,0.9534077644348145,0.9811050295829773,
xho,0.9567233324050903,0.9532296061515808,0.9744133353233337,
yor,0.9727550148963928,0.9495168924331665,0.9810371994972229,
zul,0.9784142374992371,0.9655430912971497,0.9852547645568848,
