,LOC,ORG,DATE,PER
bam,0.9444296360015869,0.9698781967163086,0.9669262766838074,0.976340651512146
bbj,0.919845461845398,0.9799548983573914,0.9582712650299072,0.9856728315353394
ewe,0.9627200365066528,0.9837154150009155,0.9643949866294861,0.982064425945282
fon,0.9282719492912292,0.9816567897796631,0.9573556184768677,0.9847625494003296
hau,0.9304473400115967,0.9747872948646545,0.942143440246582,0.9814819097518921
ibo,0.9322754740715027,0.9857913255691528,0.9860041737556458,0.983889639377594
kin,0.9802789688110352,0.9880918264389038,0.979753851890564,0.9832253456115723
lug,0.9793294072151184,0.9594021439552307,0.9491702914237976,0.993914008140564
luo,0.9719414114952087,0.9796459078788757,0.9802793860435486,0.985779881477356
mos,0.9446908235549927,0.9838168025016785,0.9511352181434631,0.9859821796417236
nya,0.9594504833221436,0.9897543787956238,0.9707579612731934,0.9892348647117615
pcm,0.9654591083526611,0.9617599844932556,0.9007524251937866,0.9849551916122437
sna,0.9594967365264893,0.9846270084381104,0.9842114448547363,0.9866454601287842
swa,0.9671287536621094,0.963801383972168,0.9086973071098328,0.9734479188919067
tsn,0.959342896938324,0.9763893485069275,0.9765918850898743,0.9862566590309143
twi,0.9741766452789307,0.9900344610214233,0.975656270980835,0.9875850677490234
wol,0.9349676370620728,0.9785838723182678,0.977442741394043,0.9832676649093628
xho,0.9445407390594482,0.9767842292785645,0.9792089462280273,0.9803769588470459
yor,0.9216657280921936,0.9820722341537476,0.9698994755744934,0.9729475378990173
zul,0.9536066055297852,0.9892860054969788,0.9752728939056396,0.9813836216926575
