,PER,LOC,DATE,ORG
bam,0.9773473143577576,0.9568455219268799,0.9798333644866943,0.9693264961242676
bbj,0.9779640436172485,0.9302562475204468,0.963127613067627,0.9783070683479309
ewe,0.9699716567993164,0.9660483002662659,0.9658463001251221,0.9847055673599243
fon,0.9781287312507629,0.941451907157898,0.9641040563583374,0.9845478534698486
hau,0.9722143411636353,0.9416311979293823,0.9343217015266418,0.9764253497123718
ibo,0.981917142868042,0.932030200958252,0.9873805046081543,0.9832007884979248
kin,0.9775578379631042,0.9800282120704651,0.9814783930778503,0.9893360733985901
lug,0.9767171740531921,0.9822867512702942,0.9693135023117065,0.972858726978302
luo,0.9704992175102234,0.9748308658599854,0.980902373790741,0.9806935787200928
mos,0.9806916117668152,0.9527320861816406,0.9533227682113647,0.9846416115760803
nya,0.982932448387146,0.9522979855537415,0.9713587760925293,0.9892640709877014
pcm,0.9781312346458435,0.969115138053894,0.8966274261474609,0.9516111612319946
sna,0.9819896221160889,0.9584468007087708,0.984133243560791,0.9810819625854492
swa,0.964178204536438,0.9638084769248962,0.9161542057991028,0.9628196954727173
tsn,0.9789419770240784,0.9656946659088135,0.9774450659751892,0.9781528115272522
twi,0.9804250597953796,0.9783818125724792,0.9740480184555054,0.9902051091194153
wol,0.9812495708465576,0.9399005770683289,0.9785115718841553,0.9784333109855652
xho,0.9619556069374084,0.9538612961769104,0.978794515132904,0.9757943749427795
yor,0.9703352451324463,0.9372793436050415,0.9716848134994507,0.9756503701210022
zul,0.9754796028137207,0.9616835117340088,0.9752885103225708,0.9875099062919617
