,DATE,PER,ORG,LOC
bam,,0.9870048761367798,0.9465169310569763,0.9622122049331665
bbj,,0.9684799313545227,0.9460710883140564,0.9109267592430115
ewe,,0.9754732847213745,0.9511322975158691,0.9709112048149109
fon,,0.9534016251564026,0.9642736315727234,0.965779721736908
hau,,0.991145133972168,0.9823728203773499,0.9757988452911377
ibo,,0.9849754571914673,0.9688184261322021,0.967312216758728
kin,,0.9956921935081482,0.9753604531288147,0.974353551864624
lug,,0.9918532967567444,0.9847140908241272,0.9777612090110779
luo,,0.9741676449775696,0.9616947770118713,0.9798814058303833
mos,,0.9824503064155579,0.9731228351593018,0.9786268472671509
nya,,0.9831512570381165,0.9744812846183777,0.9753912687301636
pcm,,0.9745514988899231,0.9592552781105042,0.9607484340667725
sna,,0.9843816757202148,0.9863823056221008,0.986085057258606
swa,,0.9697401523590088,0.9486440420150757,0.9730194807052612
tsn,,0.9849034547805786,0.976402223110199,0.9750763177871704
twi,,0.98277747631073,0.979550302028656,0.970639705657959
wol,,0.972214937210083,0.9695011973381042,0.97308349609375
xho,,0.9638814926147461,0.982196033000946,0.9749346375465393
yor,,0.9539380073547363,0.9645085334777832,0.9265645742416382
zul,,0.9803156852722168,0.9800121188163757,0.9875322580337524
