,PER,ORG,LOC,DATE
bam,0.8181391954421997,0.6827425360679626,0.748961865901947,
bbj,0.7693322896957397,0.7081522345542908,0.5316131711006165,
ewe,0.798282265663147,0.7314983010292053,0.6967523097991943,
fon,0.7575436234474182,0.7276176810264587,0.6898412108421326,
hau,0.8748205900192261,0.8223218321800232,0.7174766063690186,
ibo,0.8563263416290283,0.792892336845398,0.7283819913864136,
kin,0.8615239858627319,0.8422888517379761,0.7705128192901611,
lug,0.8421839475631714,0.8361479640007019,0.7278133034706116,
luo,0.844635009765625,0.6984918713569641,0.7749172449111938,
mos,0.8222911953926086,0.7832257747650146,0.678964376449585,
nya,0.8970822691917419,0.8184976577758789,0.724577784538269,
pcm,0.8388093113899231,0.6795628070831299,0.6737632155418396,
sna,0.8370906114578247,0.8290612101554871,0.7439413666725159,
swa,0.8186105489730835,0.7469717264175415,0.7653914093971252,
tsn,0.8246093988418579,0.8164077997207642,0.7157701253890991,
twi,0.8777908682823181,0.8357664942741394,0.749618649482727,
wol,0.8321704864501953,0.7856904864311218,0.6401416063308716,
xho,0.7406603097915649,0.8047651052474976,0.6528177857398987,
yor,,0.6823669075965881,0.5078909397125244,
zul,0.8171538710594177,0.8378818035125732,0.7294200658798218,
