,DATE,PER,ORG,LOC
bam,0.9859423637390137,0.991328775882721,0.986457109451294,0.9884370565414429
bbj,0.9781523942947388,0.9846277236938477,0.9876379370689392,0.9643599987030029
ewe,0.97676682472229,0.9933366179466248,0.9929448962211609,0.988906979560852
fon,0.9613200426101685,0.9877122044563293,0.9879395961761475,0.9838587045669556
hau,0.9875916838645935,0.9923297762870789,0.9912176728248596,0.9877341985702515
ibo,0.9925352334976196,0.9946402311325073,0.9904544949531555,0.9874411821365356
kin,0.9899495244026184,0.9964023232460022,0.9940328001976013,0.9909904599189758
lug,0.9883896708488464,0.997568666934967,0.9948994517326355,0.9906709790229797
luo,0.9877054691314697,0.9954311847686768,0.991226851940155,0.9914999604225159
mos,0.9742478728294373,0.995172381401062,0.9927650690078735,0.9911389946937561
nya,0.9890103340148926,0.9960479140281677,0.9948556423187256,0.9894279837608337
pcm,0.9698576331138611,0.994244396686554,0.9839195609092712,0.9876631498336792
sna,0.9840964078903198,0.9962666630744934,0.9949805736541748,0.9915574789047241
swa,0.986363410949707,0.9959068894386292,0.9860453605651855,0.9879977703094482
tsn,0.9907127618789673,0.9935879111289978,0.985004723072052,0.9834509491920471
twi,0.9807126522064209,0.9958261251449585,0.9943051934242249,0.9930362105369568
wol,0.9806016087532043,0.9937628507614136,0.9893213510513306,0.9833977222442627
xho,0.9938725233078003,0.9893470406532288,0.9924224019050598,0.9905282855033875
yor,0.9785467982292175,0.9778867363929749,0.9834122061729431,0.9631712436676025
zul,0.9917064309120178,0.9944992065429688,0.9952423572540283,0.9842579364776611
